MFA2 50мм _ 1				MFA2 50мм _ 2				MFA2 50мм _ 3				MFA2 50мм _ 4				MFA2 50мм _ 5				MFA2 50мм _ 6			
Время	Сила	Ход	Экст.2	Время	Сила	Ход	Экст.2	Время	Сила	Ход	Экст.2	Время	Сила	Ход	Экст.2	Время	Сила	Ход	Экст.2	Время	Сила	Ход	Экст.2
сек	Н	мкм	мкм	сек	Н	мкм	мкм	сек	Н	мкм	мкм	сек	Н	мкм	мкм	сек	Н	мкм	мкм	сек	Н	мкм	мкм
21,44	4580,207	1786,333	94,00001	21,44	4712,249	1786,3	96	21,44	4746,795	1786,533	96	21,44	4680,434	1786,633	96	21,44	4728,885	1786,433	96	21,44	4662,369	1786,333	94,00001
21,46	4583,257	1788,133	94,00001	21,46	4715,932	1787,967	96	21,46	4751,189	1788,133	96	21,46	4685,086	1788,2	96	21,46	4733,509	1788,2	96	21,46	4666,515	1788	95,00001
21,48	4586,582	1789,9	94,00001	21,48	4719,525	1789,733	97	21,48	4755,569	1789,6	97	21,48	4689,691	1789,767	96	21,48	4738,084	1789,9	96	21,48	4670,728	1789,733	95,00001
21,5	4590,04	1791,633	94,00001	21,5	4723,337	1791,433	97	21,5	4759,67	1791,2	97	21,5	4693,997	1791,367	96	21,5	4742,68	1791,467	96	21,5	4675,176	1791,433	95,00001
21,52	4593,453	1793,267	94,00001	21,52	4727,477	1793,133	97	21,52	4763,425	1792,867	97	21,52	4698,123	1793	96	21,52	4747,082	1793,1	96	21,52	4679,821	1793,167	95,00001
21,54	4596,731	1794,833	94,00001	21,54	4731,597	1794,9	97	21,54	4767,261	1794,633	97	21,54	4702,279	1794,7	96	21,54	4751,208	1794,733	96	21,54	4684,432	1794,9	95,00001
21,56	4599,812	1796,433	95,00001	21,56	4735,668	1796,6	97	21,56	4771,395	1796,4	97	21,56	4706,55	1796,4	96	21,56	4755,321	1796,4	96	21,56	4689,117	1796,467	95,00001
21,58	4602,667	1798,067	95,00001	21,58	4739,866	1798,167	97	21,58	4775,731	1798,167	97	21,58	4710,992	1798,133	96	21,58	4759,521	1798	96	21,58	4693,816	1798	95,00001
21,6	4605,485	1799,7	95,00001	21,6	4743,901	1799,7	97	21,6	4780,122	1799,9	97	21,6	4715,525	1799,867	96	21,6	4763,735	1799,667	96	21,6	4698,183	1799,533	95,00001
21,62	4608,415	1801,4	95,00001	21,62	4747,595	1801,267	97	21,62	4784,556	1801,567	97	21,62	4720,138	1801,533	96	21,62	4767,905	1801,467	97	21,62	4702,264	1801,233	95,00001
21,64	4611,417	1803,133	95,00001	21,64	4751,146	1803	97	21,64	4788,89	1803,067	97	21,64	4724,735	1803,067	97	21,64	4772,154	1803,233	97	21,64	4706,36	1802,933	95,00001
21,66	4614,515	1804,867	95,00001	21,66	4754,749	1804,733	97	21,66	4792,949	1804,367	97	21,66	4729,158	1804,567	97	21,66	4776,672	1804,833	97	21,66	4710,703	1804,733	95,00001
21,68	4617,76	1806,5	95,00001	21,68	4758,65	1806,467	97	21,68	4796,656	1804,767	98,00001	21,68	4733,226	1806,2	97	21,68	4781,249	1806,3	97	21,68	4715,276	1806,533	96
21,7	4621,035	1808,067	95,00001	21,7	4762,751	1808,233	97	21,69	4798,312	1804,833	98,00001	21,7	4737,118	1807,9	97	21,7	4785,399	1807,833	97	21,7	4719,952	1808,2	96
21,72	4624,076	1809,633	95,00001	21,72	4766,819	1809,9	98,00001					21,72	4741,17	1809,667	97	21,72	4789,162	1808,667	97	21,72	4724,763	1809,867	96
21,74	4626,856	1811,3	95,00001	21,74	4770,915	1811,5	98,00001					21,74	4745,521	1811,467	97	21,74	4792,769	1808,9	97	21,74	4729,38	1811,433	96
21,76	4629,595	1813,067	95,00001	21,76	4774,867	1813,067	98,00001					21,76	4750,071	1813,2	97	21,75	4794,237	1808,933	97	21,76	4733,736	1813,033	96
21,78	4632,521	1814,8	95,00001	21,78	4778,554	1814,633	98,00001					21,78	4754,697	1814,933	97					21,78	4737,936	1814,733	96
21,8	4635,692	1816,6	96	21,8	4782,083	1816,3	98,00001					21,8	4759,297	1816,533	97					21,8	4742,077	1816,367	96
21,82	4638,949	1818,4	96	21,82	4785,58	1818,033	98,00001					21,82	4763,751	1818,033	97					21,82	4746,389	1818	96
21,84	4642,313	1820,033	96	21,84	4789,22	1819,733	98,00001					21,84	4767,928	1819,7	97					21,84	4750,725	1819,733	96
21,86	4645,667	1821,533	96	21,86	4793,031	1821,133	98,00001					21,86	4771,834	1821,333	98,00001					21,86	4755,006	1821,467	96
21,88	4648,619	1823,1	96	21,88	4796,875	1821,467	98,00001					21,88	4775,9	1822,967	98,00001					21,88	4759,441	1823,267	96
21,9	4651,207	1824,733	96	21,89	4798,626	1821,533	98,00001					21,9	4780,119	1824,7	98,00001					21,9	4764,04	1824,833	97
21,92	4653,804	1826,4	96									21,92	4784,247	1826,433	98,00001					21,92	4768,659	1826,333	97
21,94	4656,644	1828,133	96									21,94	4788,502	1828,2	98,00001					21,94	4772,951	1827,933	97
21,96	4659,62	1829,8	96									21,96	4792,948	1829,567	98,00001					21,96	4776,894	1829,567	97
21,98	4662,646	1831,533	96									21,98	4797,398	1829,833	98,00001					21,98	4780,907	1831,267	97
22	4665,714	1833,267	96									21,99	4799,396	1829,867	98,00001					22	4785,089	1833,067	97
22,02	4668,784	1834,867	96																	22,02	4789,462	1834,233	97
22,04	4671,838	1836,433	97																	22,04	4793,948	1834,467	97
22,06	4674,699	1838	97																	22,05	4795,901	1834,5	97
22,08	4677,31	1839,633	97																				
22,1	4679,94	1841,4	97																				
22,12	4682,785	1843,167	97																				
22,14	4685,87	1844,9	97																				
22,16	4689,087	1846,6	97																				
22,18	4692,253	1848,233	97																				
22,2	4695,296	1849,767	97																				
22,22	4698,112	1851,367	97																				
22,24	4700,711	1853	97																				
22,26	4703,352	1854,667	98,00001																				
22,28	4706,182	1856,367	98,00001																				
22,3	4709,078	1858,133	98,00001																				
22,32	4712,031	1859,867	98,00001																				
22,34	4715,164	1861,6	98,00001																				
22,36	4718,317	1863,2	98,00001																				
22,38	4721,325	1864,633	98,00001																				
22,4	4724,079	1866,2	98,00001																				
22,42	4726,445	1867,9	98,00001																				
22,44	4728,906	1869,633	98,00001																				
22,46	4731,826	1871,4	98,00001																				
22,48	4734,966	1873,133	98,00001																				
22,5	4738,126	1874,833	99,00001																				
22,52	4741,259	1876,5	99,00001																				
22,54	4744,275	1878,033	99,00001																				
22,56	4747,132	1879,7	99,00001																				
22,58	4749,776	1881,367	99,00001																				
22,6	4752,529	1883	99,00001																				
22,62	4755,425	1884,7	99,00001																				
22,64	4758,266	1886,467	99,00001																				
22,66	4761,192	1888,2	99,00001																				
22,68	4764,313	1889,833	99,00001																				
22,7	4767,422	1891,4	99,00001																				
22,72	4770,251	1892,9	100																				
22,74	4772,824	1894,533	100																				
22,76	4775,316	1896,3	100																				
22,78	4777,983	1898,067	100																				
22,8	4780,966	1899,9	100																				
22,82	4784,161	1901,667	100																				
22,84	4787,417	1903,333	100																				
22,86	4790,606	1904,667	100																				
22,88	4793,469	1905,033	100																				
22,9	4795,468	1905,1	100																				
Имя испытания	Режим испытания	Тип испытания
	Одиночный	Растяжение

Форма:	Серия:	Часть серии:
Плоская	1	5
Имя	Толщина	Ширина	Длина базы измерения
Размерность:	мм	мм	мм
MFA2 50мм _ 1	1,8000	19,8000	500,0000
MFA2 50мм _ 2	1,8000	19,8000	500,0000
MFA2 50мм _ 3	1,8000	19,8000	500,0000
MFA2 50мм _ 4	1,8000	19,8000	500,0000
MFA2 50мм _ 5	1,8000	19,8000	500,0000
MFA2 50мм _ 6	1,8000	19,8000	500,0000

Имя	Модуль_упругости	Макс_Сила	Макс_Напряжение
Параметр	Сила 1000 - 4500 Н	Расчет во всех областях	Расчет во всех областях
Единица	Н/мм2	Н	Н/мм2
MFA2 50мм _ 1	66048,2	4795,47	134,553
MFA2 50мм _ 2	67800,0	4798,63	134,642
MFA2 50мм _ 3	68004,7	4798,31	134,633
MFA2 50мм _ 4	68043,6	4799,40	134,663
MFA2 50мм _ 5	68110,9	4794,24	134,518
MFA2 50мм _ 6	68155,6	4795,90	134,565
Средний	67693,8	4796,99	134,596
Стандартное отклонение	815,539	2,06391	0,05808
Максимум	68155,6	4799,40	134,663
Минимум	66048,2	4794,24	134,518
Диапазон	2107,40	5,15967	0,14499
Медиана	68024,2	4797,11	134,599
Отклонения	0,01205	0,00043	0,00043
3Среднеквадратичное отклонение	2446,62	6,19173	0,17424
Средний+3Sigma	70140,5	4803,18	134,770
Средний-2Sigma	66062,8	4792,86	134,480

