MFA2 50мм _ 1				MFA2 50мм _ 2				MFA2 50мм _ 3				MFA2 50мм _ 4				MFA2 50мм _ 5				MFA2 50мм _ 6			
Время	Сила	Ход	Экст.2	Время	Сила	Ход	Экст.2	Время	Сила	Ход	Экст.2	Время	Сила	Ход	Экст.2	Время	Сила	Ход	Экст.2	Время	Сила	Ход	Экст.2
сек	Н	мкм	мкм	сек	Н	мкм	мкм	сек	Н	мкм	мкм	сек	Н	мкм	мкм	сек	Н	мкм	мкм	сек	Н	мкм	мкм
18,84	4163,562	1570	83,00001	18,84	4149,329	1569,7	84,00001	18,84	4169,152	1569,567	84,00001	18,84	4095,552	1569,733	83,00001	18,84	4141,652	1569,833	83,00001	18,84	4071,234	1569,7	82
18,86	4167,388	1571,6	83,00001	18,86	4153,83	1571,467	84,00001	18,86	4173,184	1571,267	84,00001	18,86	4099,857	1571,333	83,00001	18,86	4146,14	1571,433	83,00001	18,86	4075,676	1571,467	82
18,88	4170,963	1573,133	83,00001	18,88	4158,356	1573,2	84,00001	18,88	4177,276	1573	84,00001	18,88	4104,132	1572,967	83,00001	18,88	4150,313	1573,067	84,00001	18,88	4080,27	1573,2	82
18,9	4174,22	1574,8	83,00001	18,9	4163,017	1574,867	84,00001	18,9	4181,656	1574,767	84,00001	18,9	4108,406	1574,7	83,00001	18,9	4154,449	1574,767	84,00001	18,9	4084,957	1574,833	82
18,92	4177,367	1576,467	83,00001	18,92	4167,723	1576,433	85	18,92	4186,272	1576,567	84,00001	18,92	4112,773	1576,467	84,00001	18,92	4158,79	1576,4	84,00001	18,92	4089,629	1576,367	82
18,94	4180,659	1578,167	83,00001	18,94	4172,235	1578	85	18,94	4190,994	1578,333	85	18,94	4117,306	1578,2	84,00001	18,94	4163,245	1578,067	84,00001	18,94	4094,037	1577,933	82
18,96	4184,135	1579,8	83,00001	18,96	4176,502	1579,6	85	18,96	4195,774	1579,933	85	18,96	4121,993	1579,833	84,00001	18,96	4167,675	1579,8	84,00001	18,96	4098,162	1579,633	83,00001
18,98	4187,621	1581,567	83,00001	18,98	4180,667	1581,267	85	18,98	4200,479	1581,433	85	18,98	4126,644	1581,433	84,00001	18,98	4172,135	1581,533	84,00001	18,98	4102,336	1581,333	83,00001
19	4191,102	1583,333	84,00001	19	4184,818	1583	85	19	4204,851	1583,067	85	19	4131,095	1583	84,00001	19	4176,761	1583,067	84,00001	19	4106,734	1583,1	83,00001
19,02	4194,696	1584,9	84,00001	19,02	4189,145	1584,8	85	19,02	4208,893	1584,8	85	19,02	4135,376	1584,6	84,00001	19,02	4181,43	1584,7	84,00001	19,02	4111,278	1584,9	83,00001
19,04	4198,379	1586,4	84,00001	19,04	4193,703	1586,5	85	19,04	4213,034	1586,433	85	19,04	4139,544	1586,3	84,00001	19,04	4185,761	1586,267	84,00001	19,04	4116,009	1586,667	83,00001
19,06	4201,705	1588,033	84,00001	19,06	4198,39	1588,167	85	19,06	4217,503	1588,033	85	19,06	4143,786	1588,033	84,00001	19,06	4189,99	1587,967	84,00001	19,06	4120,895	1588,267	83,00001
19,08	4204,718	1589,7	84,00001	19,08	4203,008	1589,8	85	19,08	4221,96	1589,767	85	19,08	4148,243	1589,833	84,00001	19,08	4194,291	1589,733	84,00001	19,08	4125,674	1589,8	83,00001
19,1	4207,865	1591,4	84,00001	19,1	4207,452	1591,4	85	19,1	4226,314	1591,467	85	19,1	4152,861	1591,633	84,00001	19,1	4198,754	1591,467	85	19,1	4130,104	1591,4	83,00001
19,12	4211,196	1593,1	84,00001	19,12	4211,736	1593	85	19,12	4230,815	1593,167	85	19,12	4157,64	1593,3	85	19,12	4203,471	1593,233	85	19,12	4134,243	1593,1	83,00001
19,14	4214,563	1594,833	84,00001	19,14	4215,938	1594,667	86	19,14	4235,446	1594,767	85	19,14	4162,462	1594,867	85	19,14	4208,274	1594,933	85	19,14	4138,419	1594,767	83,00001
19,16	4218,047	1596,567	84,00001	19,16	4220,149	1596,333	86	19,16	4240,021	1596,3	86	19,16	4167,007	1596,433	85	19,16	4213,065	1596,5	85	19,16	4142,848	1596,367	84,00001
19,18	4221,617	1598,233	84,00001	19,18	4224,404	1598	86	19,18	4244,339	1597,933	86	19,18	4171,221	1598,1	85	19,18	4217,721	1598,033	85	19,18	4147,344	1598,1	84,00001
19,2	4225,131	1599,767	84,00001	19,2	4228,742	1599,767	86	19,2	4248,52	1599,7	86	19,2	4175,425	1599,767	85	19,2	4222,068	1599,633	85	19,2	4151,75	1599,867	84,00001
19,22	4228,478	1601,367	85	19,22	4233,113	1601,5	86	19,22	4252,854	1601,367	86	19,22	4179,777	1601,4	85	19,22	4226,274	1601,3	85	19,22	4156,307	1601,533	84,00001
19,24	4231,517	1603,033	85	19,24	4237,637	1603,167	86	19,24	4257,442	1603,133	86	19,24	4184,227	1603,067	85	19,24	4230,551	1603	85	19,24	4161,075	1603,067	84,00001
19,26	4234,56	1604,733	85	19,26	4242,222	1604,7	86	19,26	4262,049	1604,867	86	19,26	4188,672	1604,833	85	19,26	4235,032	1604,667	85	19,26	4165,665	1604,633	84,00001
19,28	4237,821	1606,367	85	19,28	4246,569	1606,267	86	19,28	4266,704	1606,5	86	19,28	4193,195	1606,533	85	19,28	4239,678	1606,4	85	19,28	4169,915	1606,267	84,00001
19,3	4241,228	1608,067	85	19,3	4250,596	1607,9	86	19,3	4271,421	1608,1	86	19,3	4197,85	1608,067	85	19,3	4244,318	1608,2	86	19,3	4174,101	1608	84,00001
19,32	4244,538	1609,867	85	19,32	4254,578	1609,633	86	19,32	4275,936	1609,667	86	19,32	4202,443	1609,667	85	19,32	4249,061	1609,833	86	19,32	4178,459	1609,7	84,00001
19,34	4247,907	1611,533	85	19,34	4258,734	1611,333	86	19,34	4280,243	1611,267	86	19,34	4206,728	1611,3	86	19,34	4253,944	1611,4	86	19,34	4183,034	1611,467	84,00001
19,36	4251,452	1613,133	85	19,36	4263,109	1613,133	87,00001	19,36	4284,464	1612,933	87,00001	19,36	4210,897	1613	86	19,36	4258,614	1613	86	19,36	4187,751	1613,233	84,00001
19,38	4254,87	1614,7	85	19,38	4267,646	1614,933	87,00001	19,38	4288,72	1614,633	87,00001	19,38	4215,249	1614,7	86	19,38	4263,023	1614,6	86	19,38	4192,561	1614,933	85
19,4	4258,065	1616,3	85	19,4	4272,274	1616,6	87,00001	19,4	4293,132	1616,367	87,00001	19,4	4219,801	1616,4	86	19,4	4267,392	1616,333	86	19,4	4197,444	1616,5	85
19,42	4261,123	1617,933	85	19,42	4276,891	1618,167	87,00001	19,42	4297,742	1618,1	87,00001	19,42	4224,431	1618,2	86	19,42	4271,825	1618,033	86	19,42	4202,144	1618,033	85
19,44	4264,167	1619,633	85	19,44	4281,295	1619,7	87,00001	19,44	4302,476	1619,867	87,00001	19,44	4229,089	1619,933	86	19,44	4276,513	1619,8	86	19,44	4206,563	1619,633	85
19,46	4267,404	1621,467	86	19,46	4285,388	1621,4	87,00001	19,46	4307,274	1621,467	87,00001	19,46	4233,912	1621,533	86	19,46	4281,344	1621,6	86	19,46	4210,768	1621,333	85
19,48	4270,817	1623,267	86	19,48	4289,361	1623,067	87,00001	19,48	4312,119	1623,033	87,00001	19,48	4238,688	1623,067	86	19,48	4286,261	1623,267	86	19,48	4215,125	1623	85
19,5	4274,501	1624,867	86	19,5	4293,552	1624,767	87,00001	19,5	4316,719	1624,633	87,00001	19,5	4243,16	1624,633	86	19,5	4291,212	1624,9	86	19,5	4219,702	1624,667	85
19,52	4278,173	1626,467	86	19,52	4297,926	1626,433	87,00001	19,52	4321,017	1626,3	87,00001	19,52	4247,368	1626,267	86	19,52	4296,01	1626,467	87,00001	19,52	4224,319	1626,467	85
19,54	4281,474	1628,133	86	19,54	4302,336	1628,133	87,00001	19,54	4325,386	1628	87,00001	19,54	4251,59	1628	86	19,54	4300,568	1628,067	87,00001	19,54	4228,974	1628,233	85
19,56	4284,578	1629,733	86	19,56	4306,761	1629,833	87,00001	19,56	4329,939	1629,733	87,00001	19,56	4256,001	1629,667	87,00001	19,56	4304,98	1629,733	87,00001	19,56	4233,849	1629,833	85
19,58	4287,705	1631,367	86	19,58	4311,237	1631,433	88,00001	19,58	4334,587	1631,467	88,00001	19,58	4260,651	1631,367	87,00001	19,58	4309,429	1631,367	87,00001	19,58	4238,827	1631,4	86
19,6	4290,869	1633,067	86	19,6	4315,739	1632,967	88,00001	19,6	4339,394	1633,233	88,00001	19,6	4265,349	1633,167	87,00001	19,6	4314,023	1633,067	87,00001	19,6	4243,437	1632,967	86
19,62	4294,045	1634,667	86	19,62	4319,995	1634,567	88,00001	19,62	4344,29	1634,9	88,00001	19,62	4270,032	1634,9	87,00001	19,62	4318,709	1634,8	87,00001	19,62	4247,758	1634,667	86
19,64	4297,345	1636,433	86	19,64	4324,025	1636,3	88,00001	19,64	4349,172	1636,5	88,00001	19,64	4274,91	1636,4	87,00001	19,64	4323,397	1636,533	87,00001	19,64	4252,153	1636,333	86
19,66	4300,62	1638,2	86	19,66	4328,189	1638,033	88,00001	19,66	4353,844	1638,133	88,00001	19,66	4279,782	1638	87,00001	19,66	4328,216	1638,133	87,00001	19,66	4256,714	1638,067	86
19,68	4304,026	1639,833	86	19,68	4332,628	1639,733	88,00001	19,68	4358,349	1639,733	88,00001	19,68	4284,225	1639,667	87,00001	19,68	4333,045	1639,7	87,00001	19,68	4261,361	1639,8	86
19,7	4307,538	1641,367	87,00001	19,7	4337,195	1641,533	88,00001	19,7	4362,804	1641,4	88,00001	19,7	4288,544	1641,3	87,00001	19,7	4337,598	1641,3	87,00001	19,7	4266,19	1641,6	86
19,72	4310,822	1642,933	87,00001	19,72	4341,808	1643,2	88,00001	19,72	4367,233	1643,033	88,00001	19,72	4293,085	1643,033	87,00001	19,72	4341,947	1643	88,00001	19,72	4271,121	1643,3	86
19,74	4313,845	1644,567	87,00001	19,74	4346,506	1644,8	88,00001	19,74	4371,779	1644,733	88,00001	19,74	4297,699	1644,8	87,00001	19,74	4346,357	1644,733	88,00001	19,74	4276,128	1644,833	86
19,76	4316,835	1646,3	87,00001	19,76	4351,059	1646,367	88,00001	19,76	4376,396	1646,467	88,00001	19,76	4302,439	1646,567	88,00001	19,76	4350,952	1646,5	88,00001	19,76	4280,941	1646,433	86
19,78	4320,01	1648,067	87,00001	19,78	4355,328	1647,933	89	19,78	4381,068	1648,167	89	19,78	4307,312	1648,267	88,00001	19,78	4355,694	1648,3	88,00001	19,78	4285,351	1648,067	87,00001
19,8	4323,391	1649,9	87,00001	19,8	4359,436	1649,567	89	19,8	4385,881	1649,767	89	19,8	4312,285	1649,867	88,00001	19,8	4360,566	1650,033	88,00001	19,8	4289,696	1649,767	87,00001
19,82	4326,948	1651,667	87,00001	19,82	4363,567	1651,267	89	19,82	4390,597	1651,367	89	19,82	4317,057	1651,467	88,00001	19,82	4365,484	1651,633	88,00001	19,82	4294,236	1651,367	87,00001
19,84	4330,663	1653,3	87,00001	19,84	4367,856	1652,967	89	19,84	4395,052	1653	89	19,84	4321,586	1653,133	88,00001	19,84	4370,327	1653,167	88,00001	19,84	4298,891	1653,067	87,00001
19,86	4334,288	1654,867	87,00001	19,86	4372,307	1654,733	89	19,86	4399,426	1654,667	89	19,86	4326,071	1654,733	88,00001	19,86	4374,886	1654,767	88,00001	19,86	4303,488	1654,8	87,00001
19,88	4337,584	1656,4	87,00001	19,88	4376,864	1656,5	89	19,88	4403,893	1656,433	89	19,88	4330,57	1656,4	88,00001	19,88	4379,09	1656,433	88,00001	19,88	4308,133	1656,533	87,00001
19,9	4340,598	1658,067	87,00001	19,9	4381,574	1658,167	89	19,9	4408,482	1658,2	89	19,9	4335,068	1658,067	88,00001	19,9	4383,309	1658,133	88,00001	19,9	4312,995	1658,133	87,00001
19,92	4343,572	1659,8	88,00001	19,92	4386,352	1659,733	89	19,92	4413,236	1660	89	19,92	4339,628	1659,767	88,00001	19,92	4387,825	1659,767	89	19,92	4317,815	1659,7	87,00001
19,94	4346,744	1661,467	88,00001	19,94	4390,945	1661,3	89	19,94	4418,115	1661,7	89	19,94	4344,234	1661,5	88,00001	19,94	4392,441	1661,433	89	19,94	4322,356	1661,333	87,00001
19,96	4350,13	1663,133	88,00001	19,96	4395,223	1662,9	89	19,96	4422,971	1663,267	89	19,96	4348,979	1663,167	89	19,96	4396,993	1663,233	89	19,96	4326,703	1663	87,00001
19,98	4353,444	1664,867	88,00001	19,98	4399,428	1664,633	89	19,98	4427,649	1664,8	90	19,98	4353,777	1664,733	89	19,98	4401,543	1664,867	89	19,98	4331,143	1664,733	87,00001
20	4356,682	1666,633	88,00001	20	4403,717	1666,4	90	20	4431,951	1666,433	90	20	4358,405	1666,333	89	20	4406,292	1666,5	89	20	4335,729	1666,5	88,00001
20,02	4360,033	1668,3	88,00001	20,02	4408,259	1668,167	90	20,02	4436,099	1668,1	90	20,02	4362,818	1668	89	20,02	4410,942	1668,1	89	20,02	4340,466	1668,333	88,00001
20,04	4363,511	1669,8	88,00001	20,04	4413,032	1669,933	90	20,04	4440,371	1669,767	90	20,04	4367,154	1669,7	89	20,04	4415,371	1669,667	89	20,04	4345,354	1670,033	88,00001
20,06	4366,831	1671,367	88,00001	20,06	4417,864	1671,6	90	20,06	4444,817	1671,467	90	20,06	4371,62	1671,467	89	20,06	4419,695	1671,367	89	20,06	4350,292	1671,6	88,00001
20,08	4369,766	1673	88,00001	20,08	4422,64	1673,167	90	20,08	4449,311	1673,167	90	20,08	4376,275	1673,267	89	20,08	4424,036	1673,067	89	20,08	4355,034	1673,133	88,00001
20,1	4372,656	1674,7	88,00001	20,1	4427,236	1674,767	90	20,1	4453,824	1674,867	90	20,1	4381,085	1675	89	20,1	4428,495	1674,8	89	20,1	4359,484	1674,767	88,00001
20,12	4375,709	1676,467	88,00001	20,12	4431,537	1676,4	90	20,12	4458,366	1676,567	90	20,12	4386,056	1676,667	89	20,12	4433,125	1676,533	89	20,12	4363,717	1676,467	88,00001
20,14	4379,009	1678,167	88,00001	20,14	4435,774	1678,033	90	20,14	4462,96	1678,133	90	20,14	4390,936	1678,233	89	20,14	4437,859	1678,267	90	20,14	4368,021	1678,067	88,00001
20,16	4382,535	1679,933	89	20,16	4440,095	1679,667	90	20,16	4467,436	1679,7	90	20,16	4395,552	1679,733	90	20,16	4442,642	1679,833	90	20,16	4372,551	1679,8	88,00001
20,18	4385,982	1681,567	89	20,18	4444,428	1681,367	90	20,18	4471,652	1681,3	90	20,18	4399,844	1681,433	90	20,18	4447,316	1681,367	90	20,18	4377,045	1681,533	88,00001
20,2	4389,387	1683,133	89	20,2	4448,812	1683,1	90	20,2	4475,788	1683,033	91,00001	20,2	4404,056	1683,133	90	20,2	4451,696	1683	90	20,2	4381,585	1683,233	89
20,22	4392,646	1684,7	89	20,22	4453,298	1684,833	91,00001	20,22	4480,011	1684,733	91,00001	20,22	4408,468	1684,8	90	20,22	4455,89	1684,667	90	20,22	4386,308	1684,867	89
20,24	4395,66	1686,367	89	20,24	4457,875	1686,433	91,00001	20,24	4484,433	1686,467	91,00001	20,24	4413,043	1686,467	90	20,24	4460,207	1686,367	90	20,24	4390,992	1686,433	89
20,26	4398,607	1688,067	89	20,26	4462,496	1688,033	91,00001	20,26	4488,985	1688,2	91,00001	20,26	4417,56	1688,233	90	20,26	4464,685	1688,1	90	20,26	4395,51	1688,067	89
20,28	4401,697	1689,7	89	20,28	4466,891	1689,6	91,00001	20,28	4493,578	1689,9	91,00001	20,28	4422,124	1689,933	90	20,28	4469,249	1689,833	90	20,28	4399,814	1689,7	89
20,3	4404,948	1691,467	89	20,3	4471,051	1691,3	91,00001	20,3	4498,197	1691,467	91,00001	20,3	4426,838	1691,5	90	20,3	4473,901	1691,5	90	20,3	4404,085	1691,367	89
20,32	4408,2	1693,267	89	20,32	4475,229	1693,067	91,00001	20,32	4502,731	1693,033	91,00001	20,32	4431,562	1693,067	90	20,32	4478,585	1693,2	90	20,32	4408,496	1693,033	89
20,34	4411,602	1694,933	89	20,34	4479,574	1694,833	91,00001	20,34	4506,97	1694,667	91,00001	20,34	4435,922	1694,667	90	20,34	4483,215	1694,767	91,00001	20,34	4412,979	1694,767	89
20,36	4415,172	1696,467	89	20,36	4484,17	1696,633	91,00001	20,36	4511,064	1696,333	91,00001	20,36	4440,069	1696,333	90	20,36	4487,739	1696,267	91,00001	20,36	4417,555	1696,567	89
20,38	4418,478	1698,033	89	20,38	4488,894	1698,3	91,00001	20,38	4515,284	1698	91,00001	20,38	4444,366	1698,067	91,00001	20,38	4492,021	1697,867	91,00001	20,38	4422,243	1698,267	89
20,4	4421,414	1699,6	90	20,4	4493,65	1699,933	91,00001	20,4	4519,709	1699,733	92,00001	20,4	4448,839	1699,767	91,00001	20,4	4496,089	1699,6	91,00001	20,4	4427,075	1699,867	89
20,42	4424,251	1701,267	90	20,42	4498,208	1701,5	92,00001	20,42	4524,165	1701,5	92,00001	20,42	4453,438	1701,5	91,00001	20,42	4500,345	1701,367	91,00001	20,42	4431,839	1701,4	90
20,44	4427,167	1703	90	20,44	4502,445	1703,067	92,00001	20,44	4528,707	1703,2	92,00001	20,44	4458,076	1703,267	91,00001	20,44	4504,944	1703,1	91,00001	20,44	4436,268	1703	90
20,46	4430,268	1704,8	90	20,46	4506,5	1704,7	92,00001	20,46	4533,4	1704,867	92,00001	20,46	4462,755	1704,867	91,00001	20,46	4509,71	1704,833	91,00001	20,46	4440,505	1704,667	90
20,48	4433,561	1706,533	90	20,48	4510,607	1706,433	92,00001	20,48	4538,021	1706,367	92,00001	20,48	4467,443	1706,4	91,00001	20,48	4514,441	1706,467	91,00001	20,48	4444,77	1706,367	90
20,5	4437,006	1708,2	90	20,5	4514,853	1708,1	92,00001	20,5	4542,391	1707,867	92,00001	20,5	4471,9	1708	91,00001	20,5	4519,144	1708,133	91,00001	20,5	4449,215	1708,067	90
20,52	4440,419	1709,867	90	20,52	4519,229	1709,8	92,00001	20,52	4546,462	1709,533	92,00001	20,52	4476,088	1709,633	91,00001	20,52	4523,743	1709,7	91,00001	20,52	4453,794	1709,8	90
20,54	4443,621	1711,433	90	20,54	4523,579	1711,533	92,00001	20,54	4550,417	1711,267	92,00001	20,54	4480,258	1711,367	91,00001	20,54	4528,207	1711,333	91,00001	20,54	4458,474	1711,5	90
20,56	4446,712	1713,033	90	20,56	4527,951	1713,233	92,00001	20,56	4554,7	1713,067	92,00001	20,56	4484,605	1713,067	91,00001	20,56	4532,548	1713	92,00001	20,56	4463,153	1713,2	90
20,58	4449,639	1714,667	90	20,58	4532,435	1714,767	92,00001	20,58	4559,265	1714,8	92,00001	20,58	4489,147	1714,8	91,00001	20,58	4536,886	1714,733	92,00001	20,58	4467,774	1714,8	90
20,6	4452,533	1716,333	90	20,6	4536,828	1716,333	92,00001	20,6	4563,984	1716,5	92,00001	20,6	4493,757	1716,533	92,00001	20,6	4541,353	1716,433	92,00001	20,6	4472,357	1716,267	90
20,62	4455,525	1718	91,00001	20,62	4540,906	1717,967	92,00001	20,62	4568,698	1718,167	93	20,62	4498,448	1718,2	92,00001	20,62	4545,999	1718,167	92,00001	20,62	4476,722	1717,9	91,00001
20,64	4458,61	1719,8	91,00001	20,64	4544,844	1719,667	93	20,64	4573,33	1719,767	93	20,64	4503,094	1719,8	92,00001	20,64	4550,682	1719,867	92,00001	20,64	4480,826	1719,6	91,00001
20,66	4461,8	1721,567	91,00001	20,66	4548,995	1721,4	93	20,66	4577,823	1721,333	93	20,66	4507,62	1721,333	92,00001	20,66	4555,399	1721,467	92,00001	20,66	4485,071	1721,367	91,00001
20,68	4465,145	1723,2	91,00001	20,68	4553,296	1723,1	93	20,68	4582,103	1723,033	93	20,68	4511,968	1722,9	92,00001	20,68	4560,068	1722,967	92,00001	20,68	4489,686	1723,1	91,00001
20,7	4468,551	1724,733	91,00001	20,7	4557,674	1724,833	93	20,7	4586,343	1724,733	93	20,7	4516,107	1724,567	92,00001	20,7	4564,434	1724,567	92,00001	20,7	4494,492	1724,8	91,00001
20,72	4471,67	1726,267	91,00001	20,72	4562,108	1726,567	93	20,72	4590,707	1726,367	93	20,72	4520,259	1726,333	92,00001	20,72	4568,563	1726,267	92,00001	20,72	4499,29	1726,5	91,00001
20,74	4474,46	1727,9	91,00001	20,74	4566,557	1728,2	93	20,74	4595,188	1728,033	93	20,74	4524,644	1728,067	92,00001	20,74	4572,781	1728,033	92,00001	20,74	4503,992	1728,1	91,00001
20,76	4477,171	1729,633	91,00001	20,76	4571,002	1729,7	93	20,76	4599,604	1729,867	93	20,76	4529,281	1729,8	92,00001	20,76	4577,292	1729,8	93	20,76	4508,653	1729,733	91,00001
20,78	4480,055	1731,4	91,00001	20,78	4575,168	1731,3	93	20,78	4604,072	1731,567	93	20,78	4534,022	1731,5	92,00001	20,78	4581,986	1731,6	93	20,78	4513,154	1731,367	91,00001
20,8	4483,183	1733,2	91,00001	20,8	4579,048	1733	93	20,8	4608,782	1733,1	93	20,8	4538,771	1733,133	93	20,8	4586,792	1733,333	93	20,8	4517,515	1733,033	91,00001
20,82	4486,472	1734,967	91,00001	20,82	4583,011	1734,7	93	20,82	4613,419	1734,633	93	20,82	4543,421	1734,733	93	20,82	4591,658	1734,933	93	20,82	4521,953	1734,733	91,00001
20,84	4489,882	1736,667	91,00001	20,84	4587,189	1736,4	94,00001	20,84	4617,639	1736,2	94,00001	20,84	4547,87	1736,367	93	20,84	4596,418	1736,5	93	20,84	4526,503	1736,4	92,00001
20,86	4493,253	1738,267	92,00001	20,86	4591,476	1738,133	94,00001	20,86	4621,632	1737,933	94,00001	20,86	4552,186	1738,033	93	20,86	4600,825	1738	93	20,86	4531,109	1738,133	92,00001
20,88	4496,37	1739,733	92,00001	20,88	4595,83	1739,9	94,00001	20,88	4625,766	1739,767	94,00001	20,88	4556,566	1739,667	93	20,88	4604,994	1739,667	93	20,88	4535,728	1739,867	92,00001
20,9	4499,247	1741,4	92,00001	20,9	4600,263	1741,533	94,00001	20,9	4630,272	1741,533	94,00001	20,9	4561,005	1741,367	93	20,9	4609,075	1741,4	93	20,9	4540,432	1741,467	92,00001
20,92	4501,892	1743,1	92,00001	20,92	4604,7	1743,1	94,00001	20,92	4635,039	1743,333	94,00001	20,92	4565,45	1743,1	93	20,92	4613,381	1743,1	93	20,92	4545,165	1743	92,00001
20,94	4504,672	1744,733	92,00001	20,94	4608,956	1744,6	94,00001	20,94	4639,822	1744,967	94,00001	20,94	4569,995	1744,867	93	20,94	4617,983	1744,833	93	20,94	4549,594	1744,6	92,00001
20,96	4507,755	1746,367	92,00001	20,96	4612,903	1746,2	94,00001	20,96	4644,54	1746,6	94,00001	20,96	4574,688	1746,533	93	20,96	4622,586	1746,533	93	20,96	4553,782	1746,267	92,00001
20,98	4510,763	1748,133	92,00001	20,98	4616,632	1747,9	94,00001	20,98	4648,991	1748,1	94,00001	20,98	4579,435	1748,067	93	20,98	4627,169	1748,233	94,00001	20,98	4558,031	1748,067	92,00001
21	4513,771	1749,933	92,00001	21	4620,489	1749,633	94,00001	21	4653,205	1749,667	94,00001	21	4583,924	1749,6	93	21	4631,748	1749,833	94,00001	21	4562,526	1749,833	92,00001
21,02	4516,969	1751,467	92,00001	21,02	4624,67	1751,367	94,00001	21,02	4657,203	1751,367	94,00001	21,02	4588,068	1751,233	94,00001	21,02	4636,252	1751,367	94,00001	21,02	4567,318	1751,6	92,00001
21,04	4520,232	1753	92,00001	21,04	4629,085	1753,1	94,00001	21,04	4661,191	1753,067	95,00001	21,04	4592,137	1753	94,00001	21,04	4640,57	1752,967	94,00001	21,04	4572,208	1753,333	93
21,06	4523,117	1754,6	92,00001	21,06	4633,528	1754,8	95,00001	21,06	4665,433	1754,733	95,00001	21,06	4596,402	1754,767	94,00001	21,06	4644,737	1754,7	94,00001	21,06	4577,078	1754,933	93
21,08	4525,75	1756,267	92,00001	21,08	4637,855	1756,467	95,00001	21,08	4669,85	1756,5	95,00001	21,08	4601,002	1756,567	94,00001	21,08	4648,932	1756,433	94,00001	21,08	4581,851	1756,467	93
21,1	4528,554	1758	93	21,1	4642,119	1758,033	95,00001	21,1	4674,274	1758,267	95,00001	21,1	4605,732	1758,267	94,00001	21,1	4653,457	1758,1	94,00001	21,1	4586,285	1758	93
21,12	4531,539	1759,8	93	21,12	4646,239	1759,667	95,00001	21,12	4678,79	1759,9	95,00001	21,12	4610,464	1759,933	94,00001	21,12	4658,147	1759,9	94,00001	21,12	4590,425	1759,667	93
21,14	4534,705	1761,533	93	21,14	4650,194	1761,367	95,00001	21,14	4683,37	1761,467	95,00001	21,14	4615,062	1761,533	94,00001	21,14	4662,737	1761,6	94,00001	21,14	4594,533	1761,4	93
21,16	4538,005	1763,267	93	21,16	4654,191	1763,033	95,00001	21,16	4687,693	1763	95,00001	21,16	4619,447	1763,033	94,00001	21,16	4667,432	1763,2	94,00001	21,16	4598,885	1763,1	93
21,18	4541,322	1764,867	93	21,18	4658,341	1764,733	95,00001	21,18	4691,699	1764,633	95,00001	21,18	4623,595	1764,667	94,00001	21,18	4672,095	1764,7	95,00001	21,18	4603,51	1764,833	93
21,2	4544,508	1766,4	93	21,2	4662,52	1766,467	95,00001	21,2	4695,613	1766,367	95,00001	21,2	4627,602	1766,4	94,00001	21,2	4676,439	1766,333	95,00001	21,2	4608,177	1766,6	93
21,22	4547,452	1767,967	93	21,22	4666,722	1768,2	95,00001	21,22	4699,713	1768,067	95,00001	21,22	4631,749	1768,1	95,00001	21,22	4680,552	1768,033	95,00001	21,22	4612,863	1768,267	93
21,24	4550,119	1769,6	93	21,24	4671,017	1769,8	95,00001	21,24	4704,077	1769,867	95,00001	21,24	4636,173	1769,8	95,00001	21,24	4684,729	1769,7	95,00001	21,24	4617,631	1769,833	93
21,26	4552,799	1771,267	93	21,26	4675,306	1771,333	95,00001	21,26	4708,543	1771,6	96	21,26	4640,733	1771,6	95,00001	21,26	4689,154	1771,4	95,00001	21,26	4622,222	1771,367	94,00001
21,28	4555,693	1772,967	93	21,28	4679,306	1772,867	96	21,28	4713,108	1773,233	96	21,28	4645,298	1773,267	95,00001	21,28	4693,708	1773,133	95,00001	21,28	4626,491	1772,967	94,00001
21,3	4558,729	1774,7	93	21,3	4683,081	1774,567	96	21,3	4717,635	1774,8	96	21,3	4650,009	1774,8	95,00001	21,3	4698,244	1774,833	95,00001	21,3	4630,616	1774,667	94,00001
21,32	4561,852	1776,5	93	21,32	4686,793	1776,333	96	21,32	4721,922	1776,367	96	21,32	4654,523	1776,333	95,00001	21,32	4702,86	1776,5	95,00001	21,32	4634,806	1776,367	94,00001
21,34	4565,086	1778,2	94,00001	21,34	4690,781	1778,133	96	21,34	4725,944	1777,967	96	21,34	4658,626	1777,933	95,00001	21,34	4707,451	1778,033	95,00001	21,34	4639,286	1778,1	94,00001
21,36	4568,432	1779,767	94,00001	21,36	4695,097	1779,933	96	21,36	4729,916	1779,7	96	21,36	4662,596	1779,667	95,00001	21,36	4711,86	1779,6	95,00001	21,36	4643,884	1779,933	94,00001
21,38	4571,683	1781,333	94,00001	21,38	4699,581	1781,667	96	21,38	4733,947	1781,367	96	21,38	4666,703	1781,4	95,00001	21,38	4716,046	1781,233	95,00001	21,38	4648,564	1781,633	94,00001
21,4	4574,563	1782,933	94,00001	21,4	4704,021	1783,267	96	21,4	4738,176	1783,067	96	21,4	4671,109	1783,133	95,00001	21,4	4720,137	1782,967	96	21,4	4653,403	1783,167	94,00001
21,42	4577,341	1784,6	94,00001	21,42	4708,287	1784,8	96	21,42	4742,481	1784,8	96	21,42	4675,762	1784,9	95,00001	21,42	4724,371	1784,7	96	21,42	4658,092	1784,733	94,00001
